Category,Brand,Ordered_total,Orders_total_dynamics,Products_ordered,Average_price,Average_price_dynamics,Number_of_sellers,Number_of_clusters,Redeemed_orders_share,Share_in_category
Smartphone_Replacement_Parts_,Infinix,3771030,1.92,1143,3299,0.36,21,26,0.823,0.001
Smartphone_Replacement_Parts_,Mechanic,3668921,0.32,1795,2044,0.37,21,26,0.915,0.001
Smartphone_Replacement_Parts_,Pro-I-Shop,3615573,935.19,1859,1945,-0.5,2,25,0.7829999999999999,0.001
Smartphone_Replacement_Parts_,TehnoMob,3565148,8.3,958,3721,7.86,1,26,0.843,0.001
Smartphone_Replacement_Parts_,Belt&Strap,3415445,0.0,7094,481,0.0,1,21,0.939,0.001
Smartphone_Replacement_Parts_,iQZiP,3354427,-0.24,1384,2424,0.44,12,29,0.69,0.001
Smartphone_Replacement_Parts_,QianLi,3247094,0.01,1433,2266,-0.15,16,27,0.853,0.001
Smartphone_Replacement_Parts_,LP,3153837,-0.81,1281,2462,0.4,3,25,0.868,0.001
Smartphone_Replacement_Parts_,Lazy otter,3003764,3.85,1033,2908,0.11,2,21,0.8740000000000001,0.001
Smartphone_Replacement_Parts_,Lamita,2953096,0.72,8526,346,0.11,1,29,0.942,0.001
Smartphone_Replacement_Parts_,Shop-for-Everyone,2912220,0.48,4502,647,-0.36,2,27,0.931,0.001
Smartphone_Replacement_Parts_,Switch by Plan B,2727218,0.0,1313,2077,0.0,2,23,0.816,0.001
Smartphone_Replacement_Parts_,Amperator,2705374,1.93,11466,236,0.37,1,27,0.904,0.001
Smartphone_Replacement_Parts_,REXANT,2694832,0.86,6133,439,0.39,15,28,0.939,0.001
Smartphone_Replacement_Parts_,Si Tai&SH,2565990,0.0,10622,242,0.0,8,16,0.9,0.001
Smartphone_Replacement_Parts_,BoomMobile,2559938,-0.64,2681,955,0.01,3,27,0.7879999999999999,0.001
Smartphone_Replacement_Parts_,Oukitel,2524931,-0.52,1639,1541,-0.3,19,17,0.8029999999999999,0.001
Smartphone_Replacement_Parts_,Redmi,2402376,0.43,1546,1554,0.91,14,25,0.852,0.001
Smartphone_Replacement_Parts_,CFC,2400260,0.21,3776,636,-0.07,2,26,0.929,0.001
Smartphone_Replacement_Parts_,ZYQ,2380786,-0.59,897,2654,-0.08,1,26,0.7609999999999999,0.001
Smartphone_Replacement_Parts_,Sony,2379927,15.51,336,7083,3.52,12,24,0.7829999999999999,0.001
Smartphone_Replacement_Parts_,Mr. Phone,2377809,-0.49,4994,476,0.29,3,29,0.784,0.001
Smartphone_Replacement_Parts_,MIROTVOROV,2308377,-0.63,4681,493,-0.02,2,27,0.799,0.001
Smartphone_Replacement_Parts_,PlayService,2291619,9.2,1970,1163,1.73,1,28,0.846,0.001
Smartphone_Replacement_Parts_,ExpertLand,2283224,4.38,6851,333,0.59,2,27,0.919,0.001
Smartphone_Replacement_Parts_,RELIFE,2260791,0.14,1717,1317,0.01,14,26,0.91,0.001
Smartphone_Replacement_Parts_,ELEMENT,2216625,0.64,524,4230,-0.09,3,26,0.918,0.001
Smartphone_Replacement_Parts_,mx combo,2201658,0.0,989,2226,0.0,1,21,0.8009999999999999,0.001
Smartphone_Replacement_Parts_,LPCShop,2078205,0.6,4240,490,-0.18,1,28,0.906,0.001
Smartphone_Replacement_Parts_,Клей ZHANLIDA,2017574,-0.54,10205,198,-0.08,20,26,0.933,0.001
Smartphone_Replacement_Parts_,titan-mobile,1981679,12.09,2348,844,0.11,1,27,0.894,0.001
Smartphone_Replacement_Parts_,STORP,1958920,0.0,6053,324,0.0,1,22,0.971,0.001
Smart_Home,Бренд отсутствует,985378133,0.7,987598,998,-0.2,5130,30,0.867,0.139
Smart_Home,DoorHan,775489485,0.94,82503,9400,0.72,228,30,0.902,0.109
Smart_Home,Nice,611660163,0.26,102629,5960,-0.08,168,29,0.899,0.086
Smart_Home,Aqara,484512889,0.03,96807,5005,0.52,196,30,0.892,0.068
Smart_Home,Alutech,416049909,0.23,59661,6974,0.4,137,29,0.9,0.059
Smart_Home,HOME GATE,381549644,0.41,28117,13570,0.1,37,29,0.904,0.054
Smart_Home,HomeGate,311167361,0.06,46418,6704,-0.07,43,30,0.913,0.044
Smart_Home,Яндекс,194591918,-0.01,88121,2208,0.38,126,31,0.901,0.027
Smart_Home,FURNITEH,192929409,1.18,23816,8101,0.3,23,29,0.92,0.027
Smart_Home,CAME,180421399,0.68,60815,2967,0.29,152,29,0.888,0.025
Smart_Home,ZONT,169540195,0.57,25543,6637,0.16,111,29,0.885,0.024
Smart_Home,NORD ICE,151485121,0.81,11487,13188,-0.02,23,29,0.908,0.021
Smart_Home,Sonoff,102244649,0.51,69072,1480,0.16,79,30,0.922,0.0139999999999999
Smart_Home,КОРН,88733963,1.58,4792,18517,0.26,3,27,0.902,0.012
Smart_Home,ETL,83009509,0.58,4403,18853,-0.14,4,27,0.914,0.012
Smart_Home,KOJIMA,76159635,-0.5,65197,1168,0.24,3,29,0.91,0.011
Smart_Home,AN-MOTORS,74741812,2.13,13702,5455,1.11,80,29,0.892,0.011
Smart_Home,Xiaomi,62472802,-0.45,16802,3718,0.26,199,30,0.858,0.009
Smart_Home,HOMMYN,61075450,4.35,34742,1758,0.14,100,29,0.86,0.009
Smart_Home,TP-Link,56213009,4.95,6986,8047,4.22,43,26,0.867,0.008
Smart_Home,R-Tech,51010849,-0.18,4853,10511,0.33,41,27,0.931,0.0069999999999999
Smart_Home,OJ Microline,47678906,10.27,7906,6031,-0.34,14,26,0.907,0.0069999999999999
Smart_Home,SmartMAXI,47212879,1.92,33192,1422,0.12,5,27,0.915,0.0069999999999999
Smart_Home,Tuya,45506733,-0.54,37139,1225,0.27,96,31,0.8859999999999999,0.006
Smart_Home,Izba Tech,44368106,-0.25,19781,2243,0.03,8,29,0.866,0.006
Smart_Home,SBER,41237314,0.59,24232,1702,1.01,34,28,0.879,0.006
Smart_Home,tongou,33725213,15.18,20628,1635,-0.37,52,29,0.887,0.005
Smart_Home,Nero Electronics,30873879,0.55,15550,1985,0.37,27,28,0.902,0.004
Smart_Home,NeoPower,29624706,3.44,1626,18219,-0.43,2,25,0.828,0.004
Smart_Home,MERSIII,28269169,4.53,2069,13663,-0.27,2,26,0.89,0.004
Smart_Home,MyHeat,26630058,1.03,2302,11568,0.36,51,26,0.87,0.004
Smart_Home,AOAT,24555242,-0.37,42866,573,0.09,20,31,0.895,0.003
Smart_Home,Segnetics,23329609,1.75,1503,15522,-0.24,11,25,0.934,0.003
Smart_Home,Apollo,23026316,0.83,39565,582,0.36,45,30,0.892,0.003
Smart_Home,РОЛТЭК,22477799,0.46,11607,1937,-0.22,48,29,0.897,0.003
Smart_Home,BAXI,20937203,3.09,1153,18159,0.07,20,24,0.8740000000000001,0.003
Smart_Home,EURO5,20740387,0.98,1038,19981,-0.03,3,24,0.889,0.003
Smart_Home,PS-Link,19953112,-0.38,6764,2950,0.2,6,29,0.8740000000000001,0.003
Smart_Home,МТС Умный дом,19825692,62.95,12049,1645,-0.54,2,26,0.89,0.003
Smart_Home,EQOS,19380798,1.73,39596,489,0.36,8,27,0.893,0.003
Smart_Home,Easy Tech,16985560,-0.63,11206,1516,0.07,2,28,0.8740000000000001,0.002
Smart_Home,ectoControl,16737748,0.17,3893,4299,0.04,25,27,0.8859999999999999,0.002
Smart_Home,Hormann,16461393,-0.17,3753,4386,-0.27,23,27,0.868,0.002
Smart_Home,КАВ,15987655,1.21,5065,3156,0.5,22,28,0.901,0.002
Smart_Home,Unigate,15922642,4.9,970,16415,0.04,2,25,0.89,0.002
Smart_Home,SmartLum,15170789,4.15,897,16913,0.11,2,25,0.895,0.002
Smart_Home,GLEDOPTO,15056463,3.21,5573,2702,0.15,7,26,0.8270000000000001,0.002
Smart_Home,Tuya Smart,14267395,4.79,9852,1448,0.04,32,27,0.875,0.002
Smart_Home,FAAC,14183659,0.26,7303,1942,-0.08,45,27,0.8809999999999999,0.002
Smart_Home,SimPal,14051395,-0.65,2935,4788,0.18,21,28,0.909,0.002
Smart_Home,EKF,13433938,-0.53,11023,1219,0.32,39,25,0.903,0.002
Smart_Home,BFT,11829938,-0.13,7895,1498,-0.01,41,28,0.911,0.002
Smart_Home,PRIMEPULT,11777272,2.6,7376,1597,-0.01,21,28,0.882,0.002
Smart_Home,Roximo,11733920,-0.32,6737,1742,-0.12,4,27,0.911,0.002
Smart_Home,MI-CN,11584546,0.09,16607,698,0.13,5,29,0.895,0.002
Smart_Home,Soft Lights,10730018,11.71,818,13117,-0.04,1,25,0.883,0.002
Smart_Home,Terragate,10493989,0.0,425,24692,0.0,1,20,0.894,0.001
Smart_Home,HOENYZY,9930314,0.0,4570,2173,0.0,10,19,0.914,0.001
Smart_Home,ONEMO,9234120,0.18,7607,1214,0.28,13,27,0.8590000000000001,0.001
Smart_Home,Smart Blinds,9123032,0.42,2814,3242,0.48,4,27,0.774,0.001
Smart_Home,BAOBIOKI,8345367,-0.14,9681,862,-0.09,6,26,0.889,0.001
Smart_Home,Stairslight,8270693,2525.95,831,9953,90.23,1,21,0.826,0.001
Smart_Home,Konan,7952224,-0.01,479,16602,0.06,1,19,0.7979999999999999,0.001
Smart_Home,ELTEX,7892022,1.03,4741,1665,0.12,2,26,0.863,0.001
Smart_Home,ИПРо,7646281,0.52,1085,7047,0.34,24,25,0.867,0.001
Smart_Home,Lenovo,7637290,16784.25,398,19189,83.35,3,28,0.6990000000000001,0.001
Smart_Home,TDM Electric,7399958,-0.6,7491,988,0.27,60,27,0.908,0.001
Smart_Home,ZKTeco,7288827,0.62,725,10054,-0.6,14,26,0.861,0.001
Smart_Home,MOES,7150739,0.56,4091,1748,-0.15,39,28,0.87,0.001
Smart_Home,LIVI,7066592,-0.2,1560,4530,0.13,17,26,0.892,0.001
Smart_Home,Shelly,7051333,-0.06,1799,3920,0.02,2,26,0.877,0.001
Smart_Home,Electrolux,6914312,42.38,270,25609,4.14,24,22,0.767,0.001
Smart_Home,kincony,6869072,32.14,4465,1538,-0.87,21,17,0.9,0.001
Smart_Home,SAFEBURG,6757925,-0.32,518,13046,0.13,2,25,0.7659999999999999,0.001
Smart_Home,орбита.team,6666536,111.88,10687,624,0.01,3,27,0.922,0.001
Smart_Home,WOQOS,6591550,4.08,12028,548,0.11,2,25,0.92,0.001
Smart_Home,Alonio,6467178,0.01,1006,6429,0.03,2,23,0.928,0.001
Smart_Home,Mijia,6428349,-0.5,3060,2101,-0.54,20,26,0.89,0.001
Smart_Home,ОВЕН,6278235,2.31,495,12683,-0.06,7,22,0.8690000000000001,0.001
Smart_Home,Брелок,6224976,0.22,11798,528,-0.08,5,28,0.926,0.001
Smart_Home,Naviset,6113770,1.23,391,15636,-0.01,4,22,0.913,0.001
Smart_Home,Sibling,6032966,-0.12,2450,2462,0.69,22,28,0.838,0.001
Smart_Home,ZONT,5960742,0.55,297,20070,1.76,15,21,0.875,0.001
Smart_Home,СарГазКом,5901737,-0.14,1035,5702,0.04,2,24,0.8959999999999999,0.001
Smart_Home,HiTE PRO,5874072,-0.09,1396,4208,0.06,6,22,0.883,0.001
Smart_Home,YEELIGHT,5834088,-0.96,1759,3317,-0.05,33,27,0.857,0.001
Smart_Home,ДомАвтоматика,5823353,1.14,266,21892,0.18,1,24,0.8909999999999999,0.001
Smart_Home,F,5639457,0.85,639,8825,0.86,5,22,0.908,0.001
Smart_Home,9v,5629502,3.11,3859,1459,-0.03,5,27,0.89,0.001
Smart_Home,VVN,5450570,0.0,9090,600,0.0,2,27,0.898,0.001
Smart_Home,SAURES,5384561,0.03,859,6268,-0.1,4,24,0.83,0.001
Smart_Home,Kaadas,5371508,-0.31,189,28421,-0.12,7,25,0.778,0.001
Smart_Home,ATMT,5361770,-0.5,13096,409,0.2,4,29,0.907,0.001
Smart_Home,DOCO International B.V.,5358292,-0.01,1023,5238,-0.02,13,24,0.902,0.001
Smart_Home,42unita.ru,5322491,1.76,2007,2652,0.0,3,26,0.904,0.001
Smart_Home,АВТОМАТИКА ВОРОТ,5307660,3.62,403,13170,0.04,2,18,0.888,0.001
Smart_Home,TOMZN,5221738,60.37,2282,2288,-0.03,2,22,0.861,0.001
Smart_Home,ELfoC,5080614,0.18,842,6034,0.09,2,23,0.875,0.001
Smart_Home,TARASOV TECH,4824698,-0.33,15824,305,0.14,3,26,0.8690000000000001,0.001
Smart_Home,KICT,4798455,4.13,6551,732,0.31,2,29,0.916,0.001
Smoking_Accessories,Бренд отсутствует,261584672,0.37,354824,737,-0.04,3429,30,0.907,0.273
Smoking_Accessories,T&T,61636021,1.89,55764,1105,0.24,19,28,0.963,0.064
Smoking_Accessories,DARK HORSE,46515865,0.41,44822,1038,0.36,29,29,0.952,0.048
Smoking_Accessories,Hawk-Matic,31871681,0.26,4407,7232,-0.13,36,25,0.915,0.033
Smoking_Accessories,Gizeh,26933599,0.97,26302,1024,-0.14,11,29,0.949,0.0279999999999999
Smoking_Accessories,KORONA,19560871,1.82,17195,1138,0.12,4,27,0.971,0.02
Smoking_Accessories,AMERICAN AVIATOR,16775997,0.5,14234,1179,0.03,15,30,0.94,0.017
Smoking_Accessories,Watson,14783420,2.06,11976,1234,0.24,9,27,0.944,0.015
Smoking_Accessories,Lubinski,13087614,0.19,1844,7097,-0.09,29,28,0.8859999999999999,0.0139999999999999
Smoking_Accessories,BOVEDA,11936938,0.9,13238,902,0.14,39,30,0.932,0.012
Smoking_Accessories,T&T,11226645,-0.26,13697,820,0.05,7,24,0.956,0.012
Smoking_Accessories,TENNESIE,9891416,-0.05,15537,637,-0.01,21,28,0.947,0.01
Smoking_Accessories,Командор,9530281,8.14,20576,463,-0.41,27,28,0.931,0.01
Smoking_Accessories,Golden Crown KORONA,9468674,-0.42,7516,1260,0.08,13,26,0.945,0.01
Smoking_Accessories,CARTEL,9449397,0.09,9284,1018,0.16,18,27,0.968,0.01
Smoking_Accessories,Smoking,9386191,0.69,15425,609,0.52,19,29,0.955,0.01
Smoking_Accessories,Powermatic,9346495,-0.1,2339,3996,0.1,1,24,0.948,0.01
Smoking_Accessories,MATTEO,9260093,17.66,7552,1226,0.29,1,25,0.97,0.01
Smoking_Accessories,Silver Star,9042511,0.66,8923,1013,0.64,20,25,0.952,0.009
Smoking_Accessories,Mascotte,7877912,-0.03,7685,1025,0.01,30,27,0.927,0.008
Smoking_Accessories,OCB,7656441,0.35,10882,704,0.26,25,29,0.939,0.008
Smoking_Accessories,FireBox,7544933,-0.43,7508,1005,0.25,17,28,0.954,0.008
Smoking_Accessories,Gvipai,6869386,0.25,6696,1026,0.04,9,30,0.935,0.0069999999999999
Smoking_Accessories,Howard Miller,6639116,-0.26,185,35887,-0.16,3,22,0.768,0.0069999999999999
Smoking_Accessories,Chiky Mony,6359467,27.76,5161,1232,0.11,9,26,0.923,0.0069999999999999
Smoking_Accessories,Shop of Good's,6216209,0.09,4205,1478,-0.05,8,27,0.947,0.006
Smoking_Accessories,GetKnow,6055365,4.42,5162,1173,0.1,5,28,0.883,0.006
Smoking_Accessories,Tom River,5949765,-0.08,1577,3773,0.2,4,28,0.89,0.006
Smoking_Accessories,Vauen,5812168,0.31,4485,1296,0.31,11,28,0.963,0.006
Smoking_Accessories,Korona,5642791,-0.2,5123,1101,0.11,6,26,0.941,0.006
Smoking_Accessories,JUL&AX,5630441,0.0,4183,1346,0.0,6,26,0.943,0.006
Smoking_Accessories,Passatore,5559206,0.21,3465,1604,0.14,11,28,0.903,0.006
Smoking_Accessories,Pasabahce,5284093,1.38,23760,222,-0.03,32,27,0.754,0.006
Smoking_Accessories,T&T,5219433,29.78,6381,818,0.86,3,28,0.95,0.005
Smoking_Accessories,Погарская фабрика,5177017,3.24,6025,859,0.1,6,27,0.961,0.005
Smoking_Accessories,Horns Bee,5141872,-0.34,3382,1520,0.0,12,25,0.926,0.005
Smoking_Accessories,CARTEL,4869081,2.11,3512,1386,0.35,5,27,0.961,0.005
Smoking_Accessories,Jah Bless,4581498,0.24,7904,580,0.28,10,28,0.92,0.005
Smoking_Accessories,Korona,4543362,1.71,4271,1064,0.31,7,26,0.958,0.005
Smoking_Accessories,Miland,4300914,3.43,12023,358,0.2,2,28,0.946,0.004
Smoking_Accessories,Gentili,3952387,0.2,102,38749,0.18,3,16,0.794,0.004
Smoking_Accessories,yourcasa,3828158,0.0,2319,1651,0.0,1,24,0.935,0.004
Smoking_Accessories,For You,3827305,1.07,5931,645,0.32,4,28,0.936,0.004
Smoking_Accessories,SozLus,3598455,2.94,3004,1198,-0.04,10,26,0.929,0.004
Smoking_Accessories,ATLANFA,3484458,-0.13,10197,342,-0.03,5,26,0.917,0.004
Smoking_Accessories,HF,3407677,0.94,3045,1119,0.05,9,25,0.906,0.004
Smoking_Accessories,Alyer,3324393,0.0,5343,622,0.0,4,22,0.926,0.003
Smoking_Accessories,RubyLand,3281169,14.54,2085,1574,0.16,2,23,0.933,0.003
Smoking_Accessories,ENDHARZ,3059775,1.81,3920,781,-0.07,2,27,0.929,0.003
Smoking_Accessories,ЛавкаPro,2955890,0.67,1746,1693,0.02,1,23,0.945,0.003
Smoking_Accessories,ЮКША,2879702,0.89,2062,1397,0.08,1,25,0.926,0.003
Smoking_Accessories,Moon,2864988,2.22,5270,544,-0.25,12,27,0.945,0.003
Smoking_Accessories,FireHorn,2729023,0.0,3503,779,0.0,7,27,0.912,0.003
Smoking_Accessories,RAW,2720416,-0.56,4640,586,0.08,23,27,0.913,0.003
Smoking_Accessories,Гудвин,2705781,-0.07,2052,1319,-0.09,14,27,0.919,0.003
Smoking_Accessories,KHANHOOKAH,2697874,152.9,2829,954,0.74,1,27,0.931,0.003
Smoking_Accessories,GULIWER,2595838,6.45,3541,733,0.0,12,25,0.948,0.003
Smoking_Accessories,Guipai,2510976,0.81,1470,1708,0.39,11,26,0.8859999999999999,0.003
Smoking_Accessories,Братья Самоваровы.,2497135,-0.71,3866,646,-0.27,1,25,0.928,0.003
Smoking_Accessories,RkHOME,2474869,9.09,5570,444,0.26,8,28,0.931,0.003
Smoking_Accessories,AGET*Home,2467503,-0.47,2101,1174,0.02,2,24,0.903,0.003
Smoking_Accessories,Cookies,2447979,1.23,3459,708,-0.09,3,27,0.904,0.003
Smoking_Accessories,AmberRoot,2415558,0.0,7738,312,0.0,7,17,0.934,0.003
Smoking_Accessories,Титан,2385839,-0.06,645,3699,0.02,6,24,0.94,0.002
Smoking_Accessories,Беломорканал,2329895,2.51,4630,503,0.01,9,27,0.932,0.002
Smoking_Accessories,Young Master,2249405,0.0,1357,1658,0.0,4,18,0.944,0.002
Smoking_Accessories,KOPP,2247537,0.36,1607,1399,0.29,4,26,0.968,0.002
Smoking_Accessories,МПП ГЛАВТАБАК,2175912,2.62,7329,297,-0.12,14,28,0.954,0.002
Smoking_Accessories,P&A,2163967,-0.33,972,2226,-0.01,3,27,0.883,0.002
Smoking_Accessories,KONSTANTIN MASLOV,2104772,1.51,533,3949,-0.22,1,25,0.856,0.002
Smoking_Accessories,CIGARLOONG,2062387,1.98,306,6740,-0.09,23,24,0.85,0.002
Smoking_Accessories,Stoll Passatore,2046686,0.43,500,4093,0.12,2,25,0.76,0.002
Smoking_Accessories,BAYKIBET,2014338,4.49,3186,632,0.18,4,28,0.909,0.002
Smoking_Accessories,OnleyPro,1939178,1.15,1145,1694,-0.02,1,23,0.947,0.002
Smoking_Accessories,Focus,1924905,0.0,4174,461,0.0,16,26,0.802,0.002
Smoking_Accessories,Alevion,1916466,4.37,1290,1486,-0.16,2,23,0.941,0.002
Smoking_Accessories,YANGAN,1832398,14.5,1879,975,0.11,1,25,0.934,0.002
Smoking_Accessories,GRAMPUS STUDIO,1812059,0.0,2709,669,0.0,4,28,0.949,0.002
Smoking_Accessories,HomeGoods,1788825,0.0,1820,983,0.0,1,22,0.946,0.002
Smoking_Accessories,ИЗМЕЛЬЧИТЕЛИ MAX,1749917,1.95,161,10869,-0.03,1,23,0.932,0.002
Smoking_Accessories,MoodLab,1741204,0.85,2350,741,0.04,4,27,0.915,0.002
Smoking_Accessories,xinhao,1685025,40.16,1546,1090,0.41,6,26,0.939,0.002
Smoking_Accessories,S.Quire,1677389,0.32,1597,1050,0.18,15,26,0.8740000000000001,0.002
Smoking_Accessories,A.I.A.,1662393,30.26,626,2656,0.15,6,24,0.909,0.002
Smoking_Accessories,GRAPHITE GARRET,1636901,1.95,1548,1057,0.06,1,26,0.939,0.002
Smoking_Accessories,Cohiba,1563183,3.76,440,3553,-0.47,19,24,0.85,0.002
Smoking_Accessories,Mir Joy,1562510,2.06,4956,315,0.09,2,28,0.939,0.002
Smoking_Accessories,Ashtray,1549263,0.02,3044,509,0.16,16,26,0.902,0.002
Smoking_Accessories,Magic Passion,1510937,37.65,857,1763,0.44,1,23,0.932,0.002
Smoking_Accessories,P23,1493133,3.36,2126,702,-0.12,2,27,0.878,0.002
Smoking_Accessories,Ассорти Товаров,1471088,2.53,2619,562,0.06,2,24,0.959,0.002
Smoking_Accessories,Pegasus,1468172,2.73,1130,1299,0.2,4,24,0.964,0.002
Smoking_Accessories,Ekzzo,1438657,-0.27,1252,1149,0.05,3,25,0.906,0.001
Smoking_Accessories,Rollo,1437918,2.05,1446,994,0.16,1,24,0.977,0.001
Smoking_Accessories,Sting,1372792,5.8,967,1420,0.12,4,24,0.955,0.001
Smoking_Accessories,Peterson,1366784,2.05,1192,1147,0.71,3,25,0.969,0.001
Smoking_Accessories,Я'self,1328820,0.0,921,1443,0.0,4,21,0.924,0.001
Smoking_Accessories,ГЛАВ ТАБАК,1301780,-0.02,4708,277,0.02,1,24,0.953,0.001
Smoking_Accessories,YAJUЕ,1288067,-0.5,1847,697,0.2,5,27,0.924,0.001
Smoking_Accessories,LES FINES LAMES,1224002,-0.16,94,13021,-0.03,4,14,0.713,0.001
Smoking_Supplies,НаВолне,37060,-0.97,152,244,0.0,1,8,0.941,0.807
Smoking_Supplies,Бренд отсутствует,6638,-0.97,4,1660,2.14,2,2,0.75,0.145
Smoking_Supplies,Boninio Grinder,1578,0.0,2,789,0.0,1,1,1.0,0.034
Smoking_Supplies,Savinelli,631,-0.73,1,631,0.09,1,1,1.0,0.0139999999999999
Sofas_and_Armchairs,Бренд отсутствует,3150426090,0.76,192913,16331,0.08,4986,29,0.747,0.139
Sofas_and_Armchairs,Divan24,670901104,1.38,36827,18218,0.35,2,27,0.879,0.03
Sofas_and_Armchairs,divan.ru,573797026,1.22,19381,29606,0.0,10,28,0.8490000000000001,0.025
Sofas_and_Armchairs,Glider,555654254,0.49,52163,10652,-0.13,4,29,0.915,0.025
Sofas_and_Armchairs,Gupan,552749714,0.21,17609,31390,0.16,2,18,0.828,0.024
Sofas_and_Armchairs,Первый Мебельный,550177987,0.75,23651,23262,0.2,3,24,0.868,0.024
Sofas_and_Armchairs,MOON FAMILY,502486172,0.08,15063,33359,1.17,3,14,0.919,0.022
Sofas_and_Armchairs,ГрафМаш,455672667,0.32,28985,15721,0.04,3,27,0.883,0.02
Sofas_and_Armchairs,Нижегородмебель и К,410651327,-0.26,18055,22744,-0.06,6,27,0.895,0.018
Sofas_and_Armchairs,EGREGOR,386594409,0.0,13878,27857,0.0,2,26,0.8859999999999999,0.017
Sofas_and_Armchairs,Много Мебели,370313539,-0.39,11198,33070,0.35,1,21,0.8370000000000001,0.016
Sofas_and_Armchairs,Ладья,316270516,0.4,8632,36639,0.13,1,25,0.902,0.0139999999999999
Sofas_and_Armchairs,Divan365,285006635,6.11,18500,15406,0.28,2,27,0.898,0.013
Sofas_and_Armchairs,REDSOFA,282844873,0.48,4947,57175,0.42,3,22,0.929,0.012
Sofas_and_Armchairs,STORYstyle,265268815,0.48,10641,24929,0.1,8,27,0.8640000000000001,0.012
Sofas_and_Armchairs,BoxWel,251672237,1.8,10111,24891,0.15,1,24,0.918,0.011
Sofas_and_Armchairs,AMI MEBEL,232778954,-0.11,12313,18905,0.31,4,28,0.883,0.01
Sofas_and_Armchairs,MONOFIX,229762553,-0.1,20692,11104,0.19,3,28,0.888,0.01
Sofas_and_Armchairs,База Диванов,221962648,0.34,9969,22265,0.13,2,26,0.889,0.01
Sofas_and_Armchairs,KORVON,216574017,4.23,7082,30581,0.22,2,26,0.805,0.01
Sofas_and_Armchairs,KEMPINGROUP,206780111,0.93,23332,8863,-0.05,4,28,0.894,0.009
Sofas_and_Armchairs,Vektor,196985146,0.0,4193,46980,0.0,1,26,0.8370000000000001,0.009
Sofas_and_Armchairs,HYPNOZ,195065758,0.03,5506,35428,0.25,2,26,0.887,0.009
Sofas_and_Armchairs,Dee One,188672048,-0.24,5380,35069,-0.01,3,24,0.875,0.008
Sofas_and_Armchairs,Май Тай,180120407,0.07,10019,17978,0.05,4,26,0.848,0.008
Sofas_and_Armchairs,DREAMERY DESIGN,178791062,0.7,5033,35524,-0.11,6,23,0.716,0.008
Sofas_and_Armchairs,Manons Maison,174491279,0.36,3439,50739,0.44,1,25,0.76,0.008
Sofas_and_Armchairs,MOON,171862407,5.13,12711,13521,18.12,7,22,0.951,0.008
Sofas_and_Armchairs,Brendoss,170181688,0.0,5221,32596,0.02,2,26,0.8690000000000001,0.008
Sofas_and_Armchairs,buyson,168441349,668.04,7381,22821,-0.09,2,29,0.8759999999999999,0.0069999999999999
Sofas_and_Armchairs,НОРТА,166809901,1.48,12068,13822,0.15,1,27,0.872,0.0069999999999999
Sofas_and_Armchairs,Div-one,164107283,16.83,4667,35163,0.1,2,27,0.636,0.0069999999999999
Sofas_and_Armchairs,Divan Boss,163790877,4.08,3251,50382,0.1,1,21,0.823,0.0069999999999999
Sofas_and_Armchairs,MnogoMeb,160526765,0.66,10401,15434,0.13,2,10,0.8370000000000001,0.0069999999999999
Sofas_and_Armchairs,Твой Диван,157730292,0.16,7164,22017,0.1,4,26,0.88,0.0069999999999999
Sofas_and_Armchairs,YORCOM,154325617,0.25,4263,36201,0.25,2,26,0.802,0.0069999999999999
Sofas_and_Armchairs,ФОКУС- мебельная фабрика,150969730,0.07,6683,22590,0.03,2,26,0.883,0.0069999999999999
Sofas_and_Armchairs,KRASDIVAN,148757588,0.48,2664,55840,0.43,1,24,0.8859999999999999,0.0069999999999999
Sofas_and_Armchairs,EDLEN,138840335,0.04,6520,21295,0.24,1,25,0.887,0.006
Sofas_and_Armchairs,qeeb,138173345,3.28,3070,45008,0.11,1,21,0.8240000000000001,0.006
Sofas_and_Armchairs,Петролюкс,136410255,0.37,6881,19824,0.23,4,26,0.861,0.006
Sofas_and_Armchairs,Пинскдрев,132698096,3.38,3236,41007,0.07,4,25,0.805,0.006
Sofas_and_Armchairs,Stool Group,125621172,0.25,5219,24070,0.25,4,28,0.845,0.006
Sofas_and_Armchairs,S-mebel,114560978,0.06,12157,9423,0.1,2,27,0.889,0.005
Sofas_and_Armchairs,Ваш Диван 77,112335115,0.63,3388,33157,0.12,1,20,0.888,0.005
Sofas_and_Armchairs,DIVANO,110685857,-0.01,6944,15940,-0.07,4,8,0.838,0.005
Sofas_and_Armchairs,Мебельное Бюро PEREVALOV,109718334,1.27,1938,56614,0.21,1,25,0.873,0.005
Sofas_and_Armchairs,кристалл мебель,109515281,0.07,7161,15293,0.08,3,4,0.8170000000000001,0.005
Sofas_and_Armchairs,4home,109396327,-0.13,2865,38184,0.08,3,17,0.807,0.005
Sofas_and_Armchairs,BONMEBEL,108510993,0.23,5184,20932,0.17,7,26,0.908,0.005
Sofas_and_Armchairs,Фантазёр,107745270,0.53,10112,10655,0.08,3,27,0.8440000000000001,0.005
Sofas_and_Armchairs,CITY,105614717,-0.62,3908,27025,0.15,3,27,0.856,0.005
Sofas_and_Armchairs,IKEA,104461741,0.92,6296,16592,0.05,61,27,0.8170000000000001,0.005
Sofas_and_Armchairs,GOSTIN,102377902,0.52,4251,24083,0.11,1,26,0.901,0.005
